DATE,FRANCIS_M,FRANCIS_F,KELLY_M,KELLY_F,LESLIE_M,LESLIE_F,TAYLOR_M,TAYLOR_F,RILEY_M,RILEY_F,CHRIS_M,CHRISTINE_F,CHRISTOPHER_M,CHRISTIAN_M,CHRISTA_F,CHRISTY_F,CHRISTIE_F,CHRISTINA_F,KRISTY_F,KRISTINE_F,KRISTOPHER_M,CHRISTIANA_F,KRISTINA_F,KRIS_M
2001,0.023485204321277597,0.0,0.020130175132523655,0.09394081728511039,0.0,0.0,0.13755619673891162,0.466349057236798,0.33885794806414815,0.046970408642555195,0.0,0.07045561296383278,0.4898342615580756,0.2080118097027444,0.0,0.020130175132523655,0.01677514594376971,0.14091122592766556,0.020130175132523655,0.020130175132523655,0.020130175132523655,0.0,0.04026035026504731,0.0
2002,0.044314153258794654,0.0,0.017043905099536405,0.08862830651758931,0.0,0.0,0.09885464957731115,0.42950640850831745,0.36814835014998637,0.07499318243796019,0.02045268611944369,0.08521952549768202,0.37155713116989364,0.1977092991546223,0.02045268611944369,0.0,0.0,0.13635124079629124,0.02045268611944369,0.030679029179165533,0.017043905099536405,0.0,0.061358058358331066,0.0
2003,0.03757087232734476,0.0,0.017077669239702165,0.07514174465468952,0.0,0.0,0.10929708313409385,0.44743493408019674,0.31422911401051984,0.0819728123505704,0.0,0.03415533847940433,0.3381378509461029,0.18102329394084293,0.0,0.0,0.0,0.11271261698203429,0.0204932030876426,0.02390873693558303,0.02390873693558303,0.0,0.027324270783523463,0.0
2004,0.055007391618248705,0.0,0.024065733832983806,0.09282497335579468,0.0,0.0,0.0859490494035136,0.32660638773335166,0.3988035892323031,0.08938701137965413,0.0,0.055007391618248705,0.28878880599580564,0.1547082889263245,0.0,0.0,0.0,0.10657682126035686,0.01718980988070272,0.0,0.0,0.0,0.03437961976140544,0.0
2005,0.020440144443687403,0.0,0.017033453703072837,0.11923417592150985,0.0,0.0,0.04769367036860393,0.30660216665531104,0.35770252776452954,0.09198064999659332,0.0,0.054507051849833066,0.2725352592491654,0.13967432036519725,0.0,0.0,0.0,0.0715405055529059,0.0,0.0,0.0,0.0,0.030660216665531103,0.0
2006,0.023508866200967222,0.0,0.0,0.0638097796883396,0.0,0.0,0.10075228371843095,0.3257657173562601,0.3727834497581945,0.07724341751746373,0.016792047286405157,0.060451370231058565,0.22837184309511016,0.13433637829124126,0.0,0.0,0.0,0.08731864588930682,0.0,0.0,0.0,0.0,0.033584094572810315,0.0
2007,0.0320996372740988,0.0,0.0,0.0320996372740988,0.0,0.0,0.1316085128238051,0.295316662921709,0.3113664815587584,0.09308894809488653,0.019259782364459282,0.03530960100150868,0.2760568805572497,0.11234873045934582,0.0,0.0,0.0,0.07061920200301736,0.0,0.0,0.0,0.0,0.0320996372740988,0.0
2008,0.028546959748786755,0.0,0.0,0.060265803914105374,0.0,0.0,0.06978145716370096,0.3869698988168871,0.35842293906810035,0.1078440701620833,0.022203190915723033,0.038062612998382345,0.20934437149110288,0.13639102991087004,0.0,0.0,0.0,0.047578266247977924,0.0,0.0,0.015859422082659308,0.0,0.025375075332254894,0.0
2009,0.0217296827466319,0.0,0.0,0.034146644316135843,0.0,0.0,0.07450176941702365,0.2980070776680946,0.33525796237660643,0.11485689451791146,0.018625442354255912,0.0434593654932638,0.16762898118830322,0.14589929844167132,0.0,0.0,0.0,0.10243993294840753,0.0,0.0,0.0,0.0,0.02793816353138387,0.0
2010,0.0320996372740988,0.0,0.0,0.028889673546688924,0.0,0.0,0.06740923827560748,0.23753731582833115,0.2600070619202003,0.12197862164157545,0.025679709819279046,0.025679709819279046,0.18617789618977307,0.13481847655121496,0.0,0.0,0.0,0.048149455911148206,0.0,0.0,0.0,0.0,0.0160498186370494,0.0
2011,0.02248201438848921,0.0,0.0,0.0289054470709147,0.0,0.0,0.06744604316546762,0.20876156217882838,0.2569373072970195,0.08992805755395684,0.0,0.03211716341212744,0.17664439876670093,0.06744604316546762,0.0,0.0,0.0,0.025693730729701953,0.0,0.0,0.01605858170606372,0.0,0.0,0.0
2012,0.025679709819279046,0.0,0.0,0.03530960100150868,0.0,0.0,0.05777934709337785,0.22469746091869164,0.22469746091869164,0.08345905691265688,0.025679709819279046,0.028889673546688924,0.1508682951882644,0.09950887554970628,0.0,0.0,0.0,0.05135941963855809,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.07732955277741978,0.0,0.0,0.0225544528934141,0.0,0.0,0.06444129398118315,0.11921639386518881,0.16754736435107617,0.0902178115736564,0.016110323495295786,0.019332388194354944,0.12566052326330712,0.10632813506895218,0.0,0.0,0.0,0.054775099884005675,0.0,0.0,0.0,0.0,0.0225544528934141,0.0
2014,0.03454882376959075,0.0,0.015704010804359434,0.02512641728697509,0.0,0.0,0.0471120324130783,0.16018091020446623,0.22299695342190398,0.08794246050441283,0.0,0.015704010804359434,0.10992807563051604,0.08480165834354095,0.0,0.0,0.0,0.043971230252206416,0.0,0.0,0.0,0.0,0.0,0.0
